Passenger Email,Travel Insurance?,Purchase Date,Travel Date,Fare Type,Ticket Price,Route,Row_ID,Person
bderr@vizpainter.com,TRUE,1/22/2023,2/28/2023,Economy,69,DAL-LAS,109,Brian Derr
dmartin@vizpainter.com,FALSE,11/28/2023,12/24/2023,Economy,113,DAL-ATL,200,Darrin Martin
rhaberlin@vizpainter.com,TRUE,2/6/2023,4/11/2023,Business,78,DAL-SEA,639,Rob Haberlin
gkelly@vizpainter.com,FALSE,11/13/2023,12/14/2023,Economy,130,DAL-LGA,307,Grace Kelly
hredmond@vizpainter.com,FALSE,10/11/2023,10/24/2023,Business,119,DAL-AUS,317,Hallie Redmond
scooley@vizpainter.com,FALSE,10/26/2023,11/11/2023,Economy,68,DAL-SEA,704,Sonia Cooley
rskaria@vizpainter.com,TRUE,3/24/2023,6/16/2023,Business,137,DAL-PHX,657,Roy Skaria
amcfarland@vizpainter.com,FALSE,12/7/2023,12/29/2023,Economy,120,DAL-HOU,47,Anne McFarland
lwillingham@vizpainter.com,FALSE,11/15/2023,12/14/2023,Economy,168,DAL-SLC,474,Liz Willingham
jmartin@vizpainter.com,FALSE,8/12/2023,9/5/2023,Economy,153,DAL-ELP,349,Janet Martin
cmelton@vizpainter.com,FALSE,8/9/2023,9/17/2023,Economy,64,DAL-HOU,145,Charlotte Melton
cludtke@vizpainter.com,FALSE,8/7/2023,9/6/2023,First Class,293,DAL-ATL,170,Clay Ludtke
sshariari@vizpainter.com,FALSE,12/10/2022,1/26/2023,Economy,141,DAL-PHX,724,Sung Shariari
gguthrie@vizpainter.com,TRUE,12/3/2023,12/15/2023,Economy,82,DAL-HOU,309,Greg Guthrie
x,FALSE,9/29/2023,10/13/2023,Economy,145,DAL-ELP,191,Dan Reichenbach
aarmold@vizpainter.com,TRUE,6/25/2023,8/1/2023,First Class,296,DAL-ATL,25,Allen Armold
cleslie@vizpainter.com,FALSE,11/9/2022,1/17/2023,Economy,151,DAL-OKC,179,Craig Leslie
jcastell@vizpainter.com,TRUE,12/7/2023,12/24/2023,Economy,131,DAL-AMA,384,John Castell
ahwang@vizpainter.com,FALSE,8/20/2023,9/5/2023,Business,156,DAL-ATL,14,Alan Hwang
ahwang@vizpainter.com,TRUE,7/29/2023,9/5/2023,First Class,222,DAL-ATL,14,Alan Hwang
rdowd@vizpainter.com,TRUE,8/9/2023,9/15/2023,Economy,154,DAL-HOU,638,Rob Dowd
cmcmahon@vizpainter.com,FALSE,12/23/2022,2/28/2023,Economy,102,DAL-HOU,121,Candace McMahon
tchand@vizpainter.com,FALSE,12/14/2023,12/25/2023,Economy,139,DAL-LGA,731,Tamara Chand
pbreyer@vizpainter.com,FALSE,8/8/2023,9/12/2023,Economy,97,DAL-MDW,613,Phillip Breyer
mgastineau@vizpainter.com,FALSE,9/29/2023,10/26/2023,First Class,260,DAL-ATL,546,Mitch Gastineau
jfein@vizpainter.com,FALSE,12/21/2022,1/30/2023,Economy,119,DAL-ATL,356,Jay Fein
mlaware@vizpainter.com,FALSE,6/21/2023,7/31/2023,Economy,139,DAL-PHX,493,Maris LaWare
mvan@vizpainter.com,FALSE,11/27/2023,12/6/2023,Economy,151,DAL-ATL,498,Mark Van Huff
jellison@vizpainter.com,FALSE,8/16/2023,11/2/2023,Economy,89,DAL-LAS,364,Jeremy Ellison
mgastineau@vizpainter.com,FALSE,7/17/2023,9/22/2023,Economy,72,DAL-LAS,511,Maureen Gastineau
ajones@vizpainter.com,FALSE,4/21/2023,6/12/2023,Economy,77,DAL-MDW,64,Astrea Jones
rbarroso@vizpainter.com,FALSE,8/6/2023,9/14/2023,Economy,70,DAL-MDW,642,Robert Barroso
mabelman@vizpainter.com,TRUE,10/5/2023,10/17/2023,Economy,107,DAL-LGA,503,Matt Abelman
ptakahito@vizpainter.com,FALSE,4/3/2023,5/20/2023,Economy,138,DAL-SEA,605,Pete Takahito
creiten@vizpainter.com,FALSE,3/8/2023,3/22/2023,Economy,102,DAL-ATL,187,Cyra Reiten
mo'rourke@vizpainter.com,FALSE,4/15/2023,5/8/2023,Economy,152,DAL-AUS,499,Mary O'Rourke
lleatherbury@vizpainter.com,TRUE,4/8/2023,6/19/2023,Business,150,DAL-AUS,455,Lauren Leatherbury
abarton@vizpainter.com,FALSE,10/26/2023,11/23/2023,Economy,110,DAL-OKC,7,Adrian Barton
bpond@vizpainter.com,FALSE,12/8/2023,12/24/2023,Economy,107,DAL-LGA,70,Barry Pond
schand@vizpainter.com,FALSE,4/4/2023,4/29/2023,Economy,135,DAL-CLE,672,Sanjit Chand
jradford@vizpainter.com,TRUE,11/9/2023,12/25/2023,Economy,125,DAL-MDW,377,Jim Radford
rbarroso@vizpainter.com,TRUE,11/5/2023,11/14/2023,Economy,101,DAL-TUL,642,Robert Barroso
canderson@vizpainter.com,FALSE,10/16/2023,12/8/2023,Economy,75,DAL-HOU,150,Christina Anderson
so'donnell@vizpainter.com,TRUE,4/20/2023,5/4/2023,Business,94,DAL-LGA,688,Sean O'Donnell
hmarie@vizpainter.com,FALSE,8/25/2023,10/27/2023,Economy,139,DAL-ATL,323,Harry Marie
bkampe@vizpainter.com,FALSE,5/5/2023,5/22/2023,Economy,82,DAL-LGA,84,Berenike Kampe
rmurray@vizpainter.com,FALSE,5/7/2023,5/23/2023,Economy,121,DAL-LGA,649,Roland Murray
lcurrie@vizpainter.com,FALSE,9/18/2023,11/24/2023,Economy,136,DAL-OKC,475,Logan Currie
emurdock@vizpainter.com,FALSE,11/6/2023,11/12/2023,Business,104,DAL-OKC,263,Eric Murdock
againer@vizpainter.com,FALSE,11/20/2023,12/20/2023,Economy,118,DAL-HOU,60,Arthur Gainer
jmolinari@vizpainter.com,FALSE,10/22/2023,11/9/2023,Economy,124,DAL-MDW,350,Janet Molinari
mpacker@vizpainter.com,TRUE,3/7/2023,3/17/2023,Economy,62,DAL-HOU,497,Mark Packer
cdaly@vizpainter.com,FALSE,9/24/2023,11/10/2023,First Class,244,DAL-ATL,127,Carlos Daly
jdaniels@vizpainter.com,FALSE,7/6/2023,9/5/2023,Economy,122,DAL-PHX,400,Joy Daniels
cmitchell@vizpainter.com,FALSE,4/22/2023,4/30/2023,Economy,106,DAL-ELP,176,Corinna Mitchell
dbenoit@vizpainter.com,FALSE,8/17/2023,9/12/2023,Economy,125,DAL-PHX,243,Duane Benoit
achung@vizpainter.com,FALSE,8/19/2023,9/29/2023,Economy,69,DAL-LGA,44,Anna Chung
mabelman@vizpainter.com,FALSE,5/11/2023,6/7/2023,First Class,264,DAL-HOU,503,Matt Abelman
lshagiari@vizpainter.com,FALSE,7/2/2023,10/30/2023,First Class,251,DAL-PHX,464,Lindsay Shagiari
jkarlsson@vizpainter.com,FALSE,11/13/2023,11/28/2023,Economy,125,DAL-LGA,374,Jim Karlsson
tpippenger@vizpainter.com,FALSE,8/20/2023,11/12/2023,First Class,230,DAL-MDW,741,Theone Pippenger
,FALSE,4/17/2023,4/25/2023,Economy,120,DAL-GRR,671,Sandra Glassco
tritter@vizpainter.com,FALSE,10/5/2023,11/13/2023,Economy,60,DAL-MDW,754,Toby Ritter
jcaffey@vizpainter.com,FALSE,11/16/2023,12/7/2023,First Class,282,DAL-ELP,358,Jenna Caffey
tboyes@vizpainter.com,FALSE,3/11/2023,7/5/2023,First Class,221,DAL-HOU,756,Todd Boyes
kmeade@vizpainter.com,FALSE,11/28/2023,12/12/2023,Business,124,DAL-LGA,414,Kalyca Meade
kmeade@vizpainter.com,FALSE,11/12/2023,12/12/2023,Economy,137,DAL-LAS,414,Kalyca Meade
scartwright@vizpainter.com,FALSE,12/8/2022,3/25/2023,Economy,101,DAL-OKC,714,Steven Cartwright
mgrace@vizpainter.com,TRUE,5/25/2023,6/13/2023,Economy,96,DAL-ELP,524,Michael Grace
agarverick@vizpainter.com,FALSE,10/29/2023,11/22/2023,Economy,80,DAL-AUS,51,Anthony Garverick
lhughes@vizpainter.com,FALSE,10/20/2023,11/22/2023,Economy,75,DAL-OKC,449,Larry Hughes
dliebe@vizpainter.com,FALSE,8/4/2023,10/7/2023,Economy,123,DAL-HOU,239,Dorris liebe
dwilson@vizpainter.com,FALSE,10/5/2023,12/5/2023,Economy,61,DAL-HOU,231,Dianna Wilson
mkennedy@vizpainter.com,FALSE,8/5/2023,8/22/2023,Business,166,DAL-OKC,543,Mike Kennedy
bfranzösisch@vizpainter.com,FALSE,6/30/2023,9/26/2023,Economy,114,DAL-SEA,68,Barry Französisch
psewall@vizpainter.com,FALSE,11/15/2023,12/8/2023,Economy,145,DAL-GRR,602,Penelope Sewall
plucas@vizpainter.com,FALSE,11/21/2023,12/29/2023,Economy,83,DAL-ELP,594,Paul Lucas
dbraden@vizpainter.com,FALSE,8/18/2023,9/7/2023,Economy,114,DAL-OKC,213,Dean Braden
jwaco@vizpainter.com,FALSE,7/6/2023,9/20/2023,Economy,108,DAL-AMA,347,Jane Waco
rpayne@vizpainter.com,FALSE,8/4/2023,10/6/2023,First Class,214,DAL-OKC,617,Rachel Payne
bstugart@vizpainter.com,FALSE,1/18/2023,2/4/2023,Economy,133,DAL-HOU,111,Brian Stugart
nstaavos@vizpainter.com,FALSE,4/8/2023,5/14/2023,Economy,117,DAL-OKC,575,Noel Staavos
jgarza@vizpainter.com,FALSE,4/4/2023,6/26/2023,Economy,111,DAL-LGA,340,Jack Garza
ptakahito@vizpainter.com,FALSE,10/2/2023,12/2/2023,Economy,99,DAL-SLC,605,Pete Takahito
habelman@vizpainter.com,TRUE,4/20/2023,5/18/2023,First Class,240,DAL-HOU,326,Helen Abelman
bdodson@vizpainter.com,FALSE,3/10/2023,4/11/2023,Economy,121,DAL-AUS,104,Brendan Dodson
jklamczynski@vizpainter.com,FALSE,4/10/2023,5/25/2023,Economy,79,DAL-ATL,354,Jason Klamczynski
nradford@vizpainter.com,FALSE,5/9/2023,6/21/2023,Economy,101,DAL-MDW,569,Nick Radford
tsayre@vizpainter.com,TRUE,10/22/2023,11/11/2023,Economy,154,DAL-ATL,765,Tony Sayre
eballard@vizpainter.com,FALSE,3/16/2023,5/21/2023,Economy,144,DAL-AMA,255,Ellis Ballard
cselesnick@vizpainter.com,FALSE,1/30/2023,4/2/2023,Business,156,DAL-PHX,149,Chris Selesnick
abarnes@vizpainter.com,TRUE,10/1/2023,11/10/2023,Business,129,DAL-LGA,11,Alan Barnes
pryan@vizpainter.com,FALSE,7/18/2023,8/7/2023,Economy,93,DAL-AUS,591,Patrick Ryan
dsayre@vizpainter.com,FALSE,11/9/2023,12/12/2023,Economy,159,DAL-LAS,201,Darrin Sayre
mvittorini@vizpainter.com,FALSE,6/23/2023,6/30/2023,Business,103,DAL-ATL,545,Mike Vittorini
npelletier@vizpainter.com,FALSE,2/21/2023,4/21/2023,First Class,301,DAL-ATL,578,Nora Pelletier
ahane@vizpainter.com,FALSE,9/2/2023,9/8/2023,Economy,103,DAL-LGA,8,Adrian Hane
ahane@vizpainter.com,TRUE,7/28/2023,11/21/2023,Economy,158,DAL-ATL,8,Adrian Hane
hflentye@vizpainter.com,FALSE,6/2/2023,7/15/2023,Economy,95,DAL-SEA,332,Herbert Flentye
ajohnson@vizpainter.com,FALSE,5/23/2023,6/25/2023,Economy,61,DAL-HOU,53,Anthony Johnson
cglotzbach@vizpainter.com,FALSE,10/5/2023,11/21/2023,Economy,140,DAL-ELP,135,Catherine Glotzbach
aferguson@vizpainter.com,FALSE,11/24/2023,12/12/2023,Economy,97,DAL-AUS,58,Art Ferguson
jjackson@vizpainter.com,TRUE,7/28/2023,11/5/2023,Economy,94,DAL-LAS,362,Jennifer Jackson
tprescott@vizpainter.com,FALSE,8/20/2023,12/4/2023,Economy,121,DAL-MDW,760,Tom Prescott
mludwig@vizpainter.com,FALSE,7/6/2023,8/30/2023,Economy,139,DAL-MDW,516,Max Ludwig
ahaines@vizpainter.com,FALSE,6/6/2023,10/6/2023,Economy,65,DAL-HOU,13,Alan Haines
rkennedy@vizpainter.com,TRUE,10/20/2023,12/1/2023,Economy,79,DAL-AUS,619,Ralph Kennedy
ahwang@vizpainter.com,TRUE,8/11/2023,9/5/2023,Economy,107,DAL-HOU,14,Alan Hwang
rdowd@vizpainter.com,FALSE,7/12/2023,9/15/2023,Economy,123,DAL-HOU,638,Rob Dowd
carntzen@vizpainter.com,FALSE,11/10/2023,12/28/2023,Business,143,DAL-PHX,184,Cynthia Arntzen
dbadders@vizpainter.com,FALSE,7/12/2023,8/4/2023,Economy,129,DAL-AUS,236,Dorothy Badders
bpak@vizpainter.com,FALSE,9/29/2023,11/25/2023,Business,126,DAL-ATL,77,Becky Pak
sshifley@vizpainter.com,TRUE,9/8/2023,10/12/2023,Economy,79,DAL-AUS,675,Saphhira Shifley
bhoffman@vizpainter.com,FALSE,5/27/2023,6/13/2023,Economy,153,DAL-ATL,114,Brosina Hoffman
ajones@vizpainter.com,FALSE,5/15/2023,6/12/2023,Economy,79,DAL-LAS,64,Astrea Jones
cludwig@vizpainter.com,FALSE,11/29/2023,12/10/2023,Economy,151,DAL-GRR,125,Carl Ludwig
achong@vizpainter.com,FALSE,10/21/2023,12/2/2023,Economy,119,DAL-GRR,41,Ann Chong
mzettner@vizpainter.com,TRUE,7/21/2023,10/11/2023,Business,176,DAL-PHX,488,Maria Zettner
lpelletier@vizpainter.com,FALSE,10/18/2023,11/13/2023,Economy,83,DAL-LGA,471,Liz Pelletier
creiten@vizpainter.com,FALSE,1/9/2023,3/22/2023,First Class,269,DAL-LGA,187,Cyra Reiten
crozendal@vizpainter.com,FALSE,10/21/2023,12/9/2023,Economy,63,DAL-PHX,171,Clay Rozendal
knockton@vizpainter.com,FALSE,7/9/2023,9/3/2023,Business,135,DAL-PHX,425,Katherine Nockton
dblanton@vizpainter.com,TRUE,10/17/2023,12/27/2023,First Class,233,DAL-ATL,226,Denny Blanton
mschwartz@vizpainter.com,FALSE,1/31/2023,4/5/2023,Business,140,DAL-SEA,517,Maxwell Schwartz
ssunley@vizpainter.com,FALSE,8/19/2023,10/24/2023,Economy,131,DAL-PHX,705,Sonia Sunley
rlucas@vizpainter.com,TRUE,4/17/2023,6/18/2023,Economy,92,DAL-AUS,640,Rob Lucas
ajacobs@vizpainter.com,FALSE,8/13/2023,9/20/2023,Economy,150,DAL-ELP,52,Anthony Jacobs
croper@vizpainter.com,FALSE,6/16/2023,7/6/2023,Economy,67,DAL-HOU,174,Corey Roper
rausman@vizpainter.com,TRUE,10/5/2023,12/27/2023,Economy,155,DAL-MDW,658,Ruben Ausman
schand@vizpainter.com,FALSE,12/11/2023,12/24/2023,Business,169,DAL-PHX,672,Sanjit Chand
dsmith@vizpainter.com,TRUE,9/5/2023,11/8/2023,Business,144,DAL-OKC,211,David Smith
fgastineau@vizpainter.com,FALSE,10/23/2023,11/16/2023,Economy,66,DAL-HOU,283,Frank Gastineau
tbraunhardt@vizpainter.com,FALSE,11/1/2023,12/22/2023,Economy,110,DAL-AUS,751,Toby Braunhardt
rkennedy@vizpainter.com,FALSE,8/5/2023,8/17/2023,Economy,71,DAL-AUS,619,Ralph Kennedy
x,FALSE,7/31/2023,11/5/2023,Business,154,DAL-AUS,415,Karen Bern
dkendrick@vizpainter.com,FALSE,10/30/2023,11/9/2023,Economy,134,DAL-MDW,209,David Kendrick
iliston@vizpainter.com,TRUE,2/8/2023,3/30/2023,Economy,63,DAL-LAS,339,Ivan Liston
mjones@vizpainter.com,FALSE,11/13/2023,12/18/2023,Business,140,DAL-AMA,515,Max Jones
jmolinari@vizpainter.com,FALSE,10/8/2023,11/9/2023,Economy,128,DAL-GRR,350,Janet Molinari
dvittorini@vizpainter.com,TRUE,11/9/2023,12/4/2023,Economy,100,DAL-LAS,230,Dianna Vittorini
cclark@vizpainter.com,TRUE,7/22/2023,10/15/2023,Business,169,DAL-GRR,161,Chuck Clark
jhirsh@vizpainter.com,FALSE,7/19/2023,9/12/2023,Economy,125,DAL-AUS,411,Justin Hirsh
scalhoun@vizpainter.com,FALSE,3/20/2023,4/4/2023,Economy,146,DAL-LGA,719,Stuart Calhoun
gtran@vizpainter.com,FALSE,10/10/2023,10/23/2023,Economy,104,DAL-OKC,313,Greg Tran
tdahlen@vizpainter.com,FALSE,1/29/2023,2/14/2023,Economy,63,DAL-HOU,732,Tamara Dahlen
csachs@vizpainter.com,FALSE,1/19/2023,2/12/2023,Economy,134,DAL-PHX,163,Chuck Sachs
sbern@vizpainter.com,FALSE,10/1/2023,12/10/2023,Economy,143,DAL-GRR,677,Sarah Bern
ejacobs@vizpainter.com,FALSE,6/25/2023,7/27/2023,Business,168,DAL-PHX,276,Eva Jacobs
ehildebrand@vizpainter.com,TRUE,10/22/2023,11/15/2023,Economy,75,DAL-HOU,274,Eugene Hildebrand
sflanagan@vizpainter.com,TRUE,11/17/2023,12/5/2023,Economy,65,DAL-LAS,670,Sandra Flanagan
ecreighton@vizpainter.com,TRUE,9/10/2023,9/22/2023,Economy,140,DAL-MDW,269,Erin Creighton
jcaffey@vizpainter.com,FALSE,11/1/2023,12/7/2023,Business,111,DAL-PHX,358,Jenna Caffey
arussell@vizpainter.com,TRUE,8/6/2023,10/16/2023,Economy,146,DAL-MDW,23,Alex Russell
mkennedy@vizpainter.com,FALSE,9/28/2023,12/15/2023,Economy,123,DAL-HOU,526,Michael Kennedy
kmeade@vizpainter.com,TRUE,10/28/2023,12/12/2023,Economy,146,DAL-AUS,414,Kalyca Meade
swilliamson@vizpainter.com,FALSE,12/15/2022,3/8/2023,First Class,270,DAL-ATL,684,Scott Williamson
x,FALSE,9/16/2023,10/7/2023,Economy,143,DAL-ATL,415,Karen Bern
lcacioppo@vizpainter.com,TRUE,10/19/2023,11/27/2023,Economy,130,DAL-OKC,457,Lena Cacioppo
ashonely@vizpainter.com,FALSE,10/25/2022,1/27/2023,Economy,64,DAL-MDW,16,Alan Shonely
hmacallister@vizpainter.com,FALSE,7/26/2023,9/11/2023,Economy,138,DAL-OKC,331,Henry MacAllister
dpoirier@vizpainter.com,FALSE,4/27/2023,7/2/2023,Economy,72,DAL-MDW,206,Dave Poirier
fatkinson@vizpainter.com,FALSE,11/22/2023,12/10/2023,Economy,127,DAL-PHX,281,Frank Atkinson
dwilson@vizpainter.com,FALSE,10/13/2023,12/5/2023,Business,132,DAL-PHX,231,Dianna Wilson
mkennedy@vizpainter.com,FALSE,7/24/2023,8/22/2023,First Class,275,DAL-HOU,543,Mike Kennedy
kbrennan@vizpainter.com,FALSE,11/22/2023,12/21/2023,Economy,143,DAL-AUS,439,Ken Brennan
gashbrook@vizpainter.com,FALSE,9/23/2023,11/4/2023,First Class,277,DAL-TUL,300,George Ashbrook
dordway,TRUE,11/15/2022,1/25/2023,Economy,149,DAL-ELP,228,Denny Ordway
bstugart@vizpainter.com,FALSE,1/5/2023,2/4/2023,Business,130,DAL-PHX,111,Brian Stugart
jgalang@vizpainter.com,FALSE,3/24/2023,6/21/2023,Economy,116,DAL-PHX,343,James Galang
hengle@vizpainter.com,FALSE,10/14/2023,12/2/2023,Economy,74,DAL-HOU,319,Harold Engle
eburns@vizpainter.com,FALSE,9/15/2023,10/19/2023,Business,120,DAL-HOU,257,Emily Burns
bdonatelli@vizpainter.com,FALSE,11/6/2023,11/28/2023,Economy,131,DAL-LGA,88,Bill Donatelli
ptakahito@vizpainter.com,FALSE,8/22/2023,12/2/2023,Economy,62,DAL-OKC,605,Pete Takahito
sschmidt@vizpainter.com,TRUE,10/12/2023,12/4/2023,Economy,102,DAL-MDW,700,Shirley Schmidt
bdodson@vizpainter.com,TRUE,2/21/2023,4/11/2023,Economy,69,DAL-ATL,104,Brendan Dodson
fmcadams@vizpainter.com,FALSE,7/30/2023,11/19/2023,Economy,127,DAL-HOU,280,Filia McAdams
pprost@vizpainter.com,FALSE,10/13/2023,12/23/2023,Economy,145,DAL-ELP,596,Paul Prost
dphilippe@vizpainter.com,FALSE,10/23/2023,12/10/2023,Economy,146,DAL-AUS,210,David Philippe
bderr@vizpainter.com,FALSE,1/4/2023,2/28/2023,Business,116,DAL-AUS,109,Brian Derr
tsayre@vizpainter.com,TRUE,7/17/2023,11/11/2023,Business,165,DAL-AMA,765,Tony Sayre
ccheatham@vizpainter.com,FALSE,6/2/2023,7/9/2023,Economy,83,DAL-HOU,169,Clay Cheatham
rhaberlin@vizpainter.com,FALSE,2/25/2023,4/11/2023,Economy,83,DAL-AUS,639,Rob Haberlin
abarnes@vizpainter.com,FALSE,10/23/2023,11/10/2023,Economy,118,DAL-HOU,11,Alan Barnes
bmurry@vizpainter.com,FALSE,1/12/2023,1/31/2023,Economy,99,DAL-LGA,105,Brendan Murry
dmiller@vizpainter.com,FALSE,7/15/2023,8/28/2023,Economy,159,DAL-ATL,234,Don Miller
xxxx,FALSE,10/26/2023,11/27/2023,Economy,89,DAL-LAS,739,Thea Hendricks
mpelletier@vizpainter.com,FALSE,10/6/2023,11/18/2023,Economy,62,DAL-AUS,544,Mike Pelletier
jmitchum@vizpainter.com,FALSE,8/22/2023,9/15/2023,Economy,154,DAL-OKC,376,Jim Mitchum
mjones@vizpainter.com,TRUE,1/23/2023,2/14/2023,Economy,137,DAL-ELP,515,Max Jones
btyler@vizpainter.com,TRUE,10/3/2023,10/21/2023,Economy,126,DAL-HOU,93,Bill Tyler
ahane@vizpainter.com,FALSE,8/20/2023,11/21/2023,Economy,63,DAL-AUS,8,Adrian Hane
cglotzbach@vizpainter.com,TRUE,9/10/2023,11/21/2023,Economy,67,DAL-MDW,135,Catherine Glotzbach
mhagelstein@vizpainter.com,FALSE,10/27/2023,11/6/2023,First Class,235,DAL-HOU,507,Matt Hagelstein
jjackson@vizpainter.com,FALSE,10/20/2023,11/5/2023,Economy,67,DAL-PHX,362,Jennifer Jackson
adominguez@vizpainter.com,FALSE,5/1/2023,5/14/2023,Economy,99,DAL-MDW,12,Alan Dominguez
dflashing@vizpainter.com,FALSE,12/30/2022,1/23/2023,Economy,137,DAL-SEA,208,David Flashing
azypern@vizpainter.com,FALSE,9/18/2023,12/5/2023,First Class,305,DAL-ATL,50,Annie Zypern
dcampbell@vizpainter.com,FALSE,10/17/2023,12/23/2023,Economy,140,DAL-OKC,189,Dan Campbell
ahwang@vizpainter.com,FALSE,8/2/2023,9/5/2023,Economy,137,DAL-SLC,14,Alan Hwang
ahwang@vizpainter.com,FALSE,8/27/2023,9/5/2023,Economy,68,DAL-LGA,14,Alan Hwang
rdowd@vizpainter.com,FALSE,8/11/2023,9/15/2023,Economy,144,DAL-MDW,638,Rob Dowd
jhowell@vizpainter.com,FALSE,11/7/2023,12/4/2023,First Class,242,DAL-OKC,393,Jonathan Howell
croper@vizpainter.com,FALSE,8/18/2023,9/29/2023,Economy,60,DAL-HOU,174,Corey Roper
jfein@vizpainter.com,FALSE,1/12/2023,1/30/2023,Economy,103,DAL-PHX,356,Jay Fein
creiten@vizpainter.com,FALSE,5/30/2023,7/1/2023,Economy,62,DAL-OKC,187,Cyra Reiten
achong@vizpainter.com,TRUE,9/25/2023,12/2/2023,Economy,77,DAL-HOU,41,Ann Chong
mzettner@vizpainter.com,FALSE,8/25/2023,10/11/2023,Economy,113,DAL-LGA,488,Maria Zettner
creiten@vizpainter.com,FALSE,1/24/2023,3/22/2023,Economy,139,DAL-PHX,187,Cyra Reiten
crozendal@vizpainter.com,FALSE,11/11/2023,12/9/2023,Economy,148,DAL-HOU,171,Clay Rozendal
lleatherbury@vizpainter.com,TRUE,4/2/2023,6/19/2023,Economy,158,DAL-HOU,455,Lauren Leatherbury
rapplegate@vizpainter.com,TRUE,10/4/2023,11/3/2023,Business,132,DAL-SLC,660,Russell Applegate
ajacobs@vizpainter.com,FALSE,8/28/2023,9/20/2023,Business,122,DAL-HOU,52,Anthony Jacobs
draglin@vizpainter.com,FALSE,11/1/2023,12/1/2023,Economy,144,DAL-AMA,195,Daniel Raglin
dkotsonis@vizpainter.com,FALSE,10/17/2023,12/2/2023,Economy,155,DAL-ATL,188,Damala Kotsonis
